commentId,suggestionId,body,author,link,timestamp
(123124,58533,"\r\n  You claim to want our input, but email responses have told me otherwise! Word on the street is that store mgrs are being held accountable for drops in sales when it should be whomever redesigned the older stores! My fave location has lost a lot of business because there is now nowhere for children and the handicapped to sit. Several groups have relocated to other stores. NOT the fault of the mgr!! Management needs to take responsibility for its bad decisions!! You should have checked on the demographics of the area! Bring back reasonable seating!!!\r\n",TrentonRd,http://mystarbucksidea.force.com/ideaview?id=08750000000JxJ2AAK,8/13/2014 4:05 PM)
(123125,58533,\r\n  Ilive in victoria bc - the acoutics are terrible and the tile floors when someone moves a chair isexcrutiating. musicif oftenloud and uninspiring -\r\n,patrickjames,http://mystarbucksidea.force.com/ideaview?id=08750000000JxJ2AAK,8/21/2014 11:34 PM)
(123126,58534,\r\n  Yep you are pretty picky. Everyone has their hangups I guess.\r\n,kagemi,http://mystarbucksidea.force.com/ideaview?id=087500000004XMsAAM,4/25/2011 5:22 PM)
(123127,58534,"\r\n  maybe you have a good point...but where is the line drawn...should we see any logos on towel dispensers, toilets, or door hinges?.....I guess logos are o.k. on fixtures and such....good post~~~SirMark~~~cup'sjustthink'in...=)\r\n",cupajoe4evamoe,http://mystarbucksidea.force.com/ideaview?id=087500000004XMsAAM,4/26/2011 5:46 PM)
(123128,58534,"\r\n  Yescupajoe4evamoe, logos constitute a major part of advertising. However, the issue is food being promoting within the personal space of a washroom/toilet, located inside a Starbucks.\nIt's nice to see some of these old posts being bumped.\r\n",BaristaQC,http://mystarbucksidea.force.com/ideaview?id=087500000004XMsAAM,4/26/2011 6:38 PM)
(123129,58534,"\r\n  I like  SirMark's sugestion.\nAdvertising could be more like other locations, occassions or events. I agree, advertising food items in the bathroom just don't associate tastefully.\r\n",travel4th,http://mystarbucksidea.force.com/ideaview?id=087500000004XMsAAM,8/28/2014 12:04 PM)
(123130,58534,\r\n  Agreed. Advertising food in a bathroom just isn't appropriate.\r\n,FuIITiIt,http://mystarbucksidea.force.com/ideaview?id=087500000004XMsAAM,8/28/2014 2:58 PM)
(125885,60344,"\r\n  i go to bux for a treat. if i want healthy, i have way more (and better, and cheaper) options. :-) (and bless your heart, but i weigh 10 lbs under the average for a woman my age and height in this country. BMI of 20. :-)\r\n",janeta,http://mystarbucksidea.force.com/ideaview?id=08750000000JeSaAAK,2/24/2014 8:35 AM)
(125886,60344,"\r\n  What is your choice for the treat? I'm interested to see bc I might try it. Someone like you I guess doesn't have to worry about unhealthy pastries. I'm thinking of those that have the \""treat\"" every single day along with a grande caramel macchiato not skinny with whip. I was thinking of them when I said try something new.\r\n",1yogagirl,http://mystarbucksidea.force.com/ideaview?id=08750000000JeSaAAK,2/24/2014 10:03 AM)
(129184,62487,"\r\n  This website is not the place to enter into a professional business relationship with Starbucks. I suggest that you send a professional well written, typo free, cover letter with a brochure and/or product sample to the headquarters:\nStarbucks Coffee Company 2401 Utah Avenue South, Seattle WA 98134\n\r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,10/30/2010 10:02 AM)
(129185,62487,"\r\n  i can't remeber the last time i had a decent cannoli , to easy to mess up i guess. same goes with a real authentic jelly dounut\r\n",COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,10/30/2010 8:40 PM)
(129186,62487,\r\n  Great balls of fire.\r\n,badogs,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,10/31/2010 8:35 PM)
(129187,62487,\r\n  An offer I couldnt refuse!!\r\n,Instant_Coffee,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/1/2010 8:34 AM)
(129188,62487,\r\n  My Starbucks Idea is not the place to promote  your business or propose a business relationship with Starbucks.\r\n,stainles,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/1/2010 8:48 AM)
(129189,62487,\r\n  I was told this was the place for my idea when I contacted the company. Thank you for the comments. Please keep the comments coming. Cannoliman\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/1/2010 8:32 PM)
(129190,62487,"\r\n  I am sorry that you were not told correctly Cannoliman. Perhaps customer service, or whomever you spoke with, did not understand that you have an interest in a pecuniary business relationship with Starbucks. I'm old-fashioned and still recommend the idea above with cover and brochure to the headquarters though I realize these days, many people don't like letter writing and brochures.\r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/1/2010 8:38 PM)
(129191,62487,\r\n  I like Connoli's personally but not very delicious unless made to order.. im sure you know what i mean! Im not sure I want all those dirty hands on my food! Maybe you could draw up a serving portfolio!\r\n,Instant_Coffee,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/8/2010 3:01 PM)
(129192,62487,\r\n  The cannoli would be stuffed fresh at time of purchase not sitting around getting soft. Thank you for the comments keep them coming. Tell your friends to comment. The more comments we can post the greater the chance we have of getting this product into Starbucks. The Cannoli Man........\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/10/2010 3:10 PM)
(129193,62487,"\r\n  Do your self a favor make some and ship them overnight to starbucks. If not really going to fly.\nthenvideo carefully making the connoli step by step, then ship.\nthat way they can do it themselves in their test kitchen\r\n",COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/10/2010 3:54 PM)
(129194,62487,\r\n  Thank you for your comment Coffeis. I would like to offer my Cannolies in Starbucks locations. I was told by a lady in customer service this was the forum for by idea. The more people that express an interest the greater the chance of getting them offered within their many locations. Thank You Cannoli Man  \r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/10/2010 6:22 PM)
(129195,62487,"\r\n  you can make 50,000 holy connolis a day every day? fresh everyday? this is the challenge . Not only fresh but get them to every store that is to get them evry single day of the week fresh and exactely the same\r\n",COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/10/2010 6:51 PM)
(129196,62487,"\r\n  Starbucks Apple fritters are shrinking in size almost everyday\nthe glazing is becoming whiter evryday more so, indicating freshness problems and demand meeting problems\nwhoever is making apple fritters for starbucks needs a newer or added on facility and equipment.\nthe people making pasteries for starbucks needshelp, between a rock and a hardplace these companies.\nI suggest to Starbucks PLAN to stop Apple Fritter Productionto re-equipthe Apple Fritter Line, for extreme production\r\n",COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/10/2010 6:57 PM)
(129197,62487,"\r\n  Coffeeis love your name by the way. I intend on making my product the same and getting them fresh to every location. I agree it is a challenge, however I can do it. It seems the hardest part is getting Starbucks to contact me. Thanks for the comments tell your friends, it appears this is he only way to get this thing off the ground. Cannoli Man\r\n",Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/11/2010 9:46 AM)
(129198,62487,"\r\n  I like this conversation. Starbucks is a very unique company. This offering of this website is proof. so if you are sure your cannolis are superior then . . . . . make em and have your DM in your area try them, then ship to Starbucks attention sbx_bean.\r\n",COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/11/2010 1:17 PM)
(129199,62487,\r\n  sbx_ bean is very helpful . . .\nit has been at least 10 years since i have had a decent cannoli. to the point i have given up trying them anymore. Same with real jelly dounuts.\nbut don't hold back .. . proof is in the pudding ( or cannoli )\r\n,COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/11/2010 1:22 PM)
(129200,62487,\r\n  How do I get in contact with sbx_bean. I to enjoy the Conversation. The Cannoli Man\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/11/2010 7:45 PM)
(129201,62487,"\r\n  *poundsheadagainstwall* @Cannoliman, have you tried info@mystarbucksidea.com - By the way, you realize that Cecile is part of the digital strategy team? You still would benefit from getting in touch with those who select food - Not a function of digital strategy. Did you mail anything to the headquarters?\r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/11/2010 9:59 PM)
(129202,62487,\r\n  You mean 'digital strategy' isn't about how to effectively consume FINGER food? Silly me.....\r\n,OneLumpOrTwo,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/11/2010 11:29 PM)
(129203,62487,"\r\n  Not very nice . . .\ninfo@mystarbucksidea.com is correct and Cecileis very helpful,even when she is busy, which ismost of the time. \r\n",COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/12/2010 6:53 AM)
(129204,62487,\r\n  Melody I have not mailed anything to headquarters. I am afraid it will not get to were it needs to go. I would like someone to call and discuss my idea and was told this was the only option. I hope you did not hurt your head on my account.I did get a good chuckle. Thank you for the comments you rock. LOL Cannoli Man\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/12/2010 2:46 PM)
(129205,62487,\r\n  Thank you Coffeeis for the Info. Cannoli Man\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/12/2010 2:47 PM)
(129206,62487,\r\n  Good Luck With Your Endeavor\nemail info@mystarbucksidea.com\nattention sbux_bean\n---------------------------------------\r\n,COFFEEIS,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/12/2010 4:35 PM)
(129207,62487,"\r\n  that is NOT how to get anything done...this site, or anything to do w/ this site cannot get your company promoted\r\n",BaristagirlON,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/13/2010 8:16 PM)
(129208,62487,\r\n  Baristagirlon thank you for your comment. I respectfully disagree with you. When I called and spoke with Starbucks this is the direction they sent me. I would have never known about my Starbucks Idea if it was not for Starbucks. Once again thank you for your comment. Cannoli Man\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/15/2010 8:06 PM)
(129209,62487,\r\n  The terms of service say that they cannot enter into a business relationship off this site. Melody gave you the correct information.\r\n,JavaChicky,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/15/2010 8:08 PM)
(129210,62487,\r\n  Thank You JavaChicky. Working on it. Cannoli Man\r\n,Cannoliman,http://mystarbucksidea.force.com/ideaview?id=08750000000H6y6AAC,11/15/2010 8:21 PM)
(129211,62488,\r\n  GREAT IDEA...but add salsa...gotta have good salsa with this...=)\r\n,cupajoe4evamoe,http://mystarbucksidea.force.com/ideaview?id=08750000000H7OEAA0,11/4/2010 4:43 PM)
(129212,62488,\r\n  does the word basic ring a bell? They asked for basic. SOUND OK to you??? yay wow!\r\n,considerateone,http://mystarbucksidea.force.com/ideaview?id=08750000000H7OEAA0,11/4/2010 4:49 PM)
(129213,62488,\r\n  I can't hear you!\r\n,badogs,http://mystarbucksidea.force.com/ideaview?id=08750000000H7OEAA0,11/4/2010 5:37 PM)
(129214,62488,"\r\n  Oh, this sounds so good right now!\r\n",BallnChain,http://mystarbucksidea.force.com/ideaview?id=08750000000H7OEAA0,11/4/2010 7:11 PM)
(129215,62488,\r\n  Now I can hear you.\r\n,badogs,http://mystarbucksidea.force.com/ideaview?id=08750000000H7OEAA0,11/5/2010 6:36 PM)
(129216,62489,\r\n  I agree!..... two thumbs up from the cup.../\\/\\...=)good for the Heart Too!\r\n,cupajoe4evamoe,http://mystarbucksidea.force.com/ideaview?id=08750000000H9hNAAS,11/27/2010 5:41 PM)
(129217,62489,\r\n  Loved the sugar free brownies too! They were what lured me into Starbucks to begin with!!!!\r\n,MoreChoices,http://mystarbucksidea.force.com/ideaview?id=08750000000H9hNAAS,1/8/2011 6:25 PM)
(129218,62490,\r\n  They don't have Taco Bell in your town?\r\n,DanMark,http://mystarbucksidea.force.com/ideaview?id=08750000000H53OAAS,10/14/2010 5:13 PM)
(129219,62490,"\r\n  My thoughts exactly, DanMark.\r\n",ganzlecker,http://mystarbucksidea.force.com/ideaview?id=08750000000H53OAAS,10/14/2010 7:26 PM)
(129220,62490,"\r\n  NormanG You say that now, but wait till the beans hit the digestive system. You wont be tooting the same tune.\r\n",academic2,http://mystarbucksidea.force.com/ideaview?id=08750000000H53OAAS,10/19/2010 10:29 AM)
(129221,62491,"\r\n  They are already offered all day, up until a bit before close (because the oven takes so long to cool down that if they turned it off right when they closed it wouldn't be ready to clean until they were already out of the store).\r\n",DanMark,http://mystarbucksidea.force.com/ideaview?id=08750000000H5AZAA0,10/14/2010 10:32 PM)
(129222,62491,\r\n  They are offered up to an hour before posted closing time to allow time for the oven to cool down and be cleaned for the night. Some stores do however sell out of a certain sandwich - more store rarely does.\r\n,Diele,http://mystarbucksidea.force.com/ideaview?id=08750000000H5AZAA0,10/15/2010 11:10 AM)
(129223,62492,\r\n  Cheesecake is yummy!\n=^.^=\r\n,Kittyn,http://mystarbucksidea.force.com/ideaview?id=08750000000H664AAC,10/22/2010 4:09 AM)
(129224,62492,\r\n  I like a little cheese cake now and than.\r\n,badogs,http://mystarbucksidea.force.com/ideaview?id=08750000000H664AAC,10/31/2010 11:52 PM)
(129225,62493,\r\n  They have a pumpkin spice muffin with cream cheese topping in the pastry case now.\r\n,gobo,http://mystarbucksidea.force.com/ideaview?id=08750000000H9AxAAK,11/22/2010 6:04 AM)
(129226,62493,"\r\n  Yeah, spice cakes are sensational!\r\n",JimSilvergold,http://mystarbucksidea.force.com/ideaview?id=08750000000H9AxAAK,11/22/2010 7:18 AM)
(129227,62493,\r\n  it sure does\r\n,bitemetwo,http://mystarbucksidea.force.com/ideaview?id=08750000000H9AxAAK,11/22/2010 5:36 PM)
(129228,62494,\r\n  It already is separate. There is a lid on the top that keeps the granola out....\r\n,sbux1228,http://mystarbucksidea.force.com/ideaview?id=087500000005S81AAE,7/18/2009 8:16 AM)
(132542,64032,"\r\n  I would just like to add my vote for some kosher items in addition to the now smaller shortbread cookies.  Clearly you would not have demand in most locations but there are a few, Bala Cynwyd, PA store, for example, which are full of those of us who love the coffee and would be very appreciative of a sandwhich option or even a breakfast pastry option.  For a while, you did have a vege and chumus package as well as a fruit salad which were marked Kosher but they've been gone for some time.  By the way, we're used to paying a premium for kosher food and would expect to do so at Starbucks as well. \r\n",byenyc,http://mystarbucksidea.force.com/ideaview?id=087500000004F8fAAE,5/28/2008 10:35 AM)
(132543,64032,"\r\n  I  am a shift superviser, and customer ,when I'm ot working, who lives and works in the Northbrook area of Illinois.  My store is PDP/Plaza del Prado.  My diet is limited because I only eat kosher food so when I notice something new that comes into the store that is certified kosher I am more than happy.  Take for instance our Caramel Brownie that we receive from Eli's Cheesecak Factory that goes beautifully with our Estima coffee.  Isn't there any way we can order more from that factory that is certified kosher?  How about adding more kosher food/sandwhiches to reach all of our kosher customers?  I would be more than happy to arrange anything that needs to be done to speed up the process.  Most days I am left scrounging for something to eat to get me through my enjoyable day at work.  Please bring in more kosher food.  I'm begging you.  Thank you. \r\n",kosher,http://mystarbucksidea.force.com/ideaview?id=087500000004F8fAAE,6/19/2008 8:08 PM)
(132544,64033,\r\n  My Starbucks Idea is not the place to promote  your business or propose a business relationship with Starbucks.\r\n,stainles,http://mystarbucksidea.force.com/ideaview?id=08750000000HXgsAAG,7/1/2011 1:50 PM)
(132545,64033,\r\n  nope\r\n,TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000HXgsAAG,7/1/2011 3:19 PM)
(132546,64034,\r\n  The multigrain bagel is still around at my SB. Ask if they have just not reordered it.\r\n,purple1,http://mystarbucksidea.force.com/ideaview?id=087500000005kglAAA,2/2/2010 8:25 AM)
(132547,64034,"\r\n  I am so-o-o-o disappointed that our SB does not serve the multigrain bagel. I was told SB has discontinued serving it now and forever. What a bummer! That's what I like to start my morning with -a coffee and a bagel not a sweet item or any of the other breakfast choices (yes, I'm sure they taste great) but I like my multigrain bagel!!! So, please bring it back.\r\n",woolybear,http://mystarbucksidea.force.com/ideaview?id=087500000005kglAAA,2/5/2010 12:33 PM)
(132548,64034,\r\n  Please bring back the old multi-grain bagel. It's what made me a daily customer! The new one isn't great and I'm now eating plain .... but not really happy about consuming bleached flower! I may bring my own bagel and just get coffee here.\r\n,Honna,http://mystarbucksidea.force.com/ideaview?id=087500000005kglAAA,1/15/2012 8:40 AM)
(132549,64035,\r\n  I would also like to see a variety.  The same things are in every store.  How about local pasteries and maybe changing at least seasonly.  You stuff is good...but every day? \r\n,sawbrick,http://mystarbucksidea.force.com/ideaview?id=087500000004JPuAAM,3/22/2008 11:20 AM)
(132550,64035,"\r\n  I agree, I like scones all day long!  After noon it seems like everyone is relegated to just sweets like pound cake and brownies. \r\n",admansco,http://mystarbucksidea.force.com/ideaview?id=087500000004JPuAAM,4/14/2008 8:20 AM)
(132551,64035,\r\n  I agree!\n\r\n,SBLOVER2222,http://mystarbucksidea.force.com/ideaview?id=087500000004JPuAAM,6/30/2012 5:31 PM)
(132552,64044,\r\n  Definitely was good. I would talk to the store that you frequent and see if you can get the manager to offer those again!\r\n,Emman15,http://mystarbucksidea.force.com/ideaview?id=087500000005RUQAA2,7/10/2009 1:06 AM)
(132553,64044,\r\n  Sounds gross no wonder they took it off the menu!\r\n,meglizann,http://mystarbucksidea.force.com/ideaview?id=087500000005RUQAA2,7/11/2009 9:54 AM)
(132554,64044,\r\n  Sounds gross? A lot of things sound gross. You can't say you don't like something until you've actually tried it..twice.\r\n,Emman15,http://mystarbucksidea.force.com/ideaview?id=087500000005RUQAA2,7/11/2009 3:50 PM)
(132555,64044,"\r\n  And they have the pumpkin cream cheese muffin back for the season, why can't they at least bring back the chocolate cream cheese muffin for winter or something?\r\n",Superlativity,http://mystarbucksidea.force.com/ideaview?id=087500000005RUQAA2,9/6/2010 11:50 AM)
(132556,64044,"\r\n  I agree, bring back the chocolate cream cheese-its the best.\r\n",BarronDenver,http://mystarbucksidea.force.com/ideaview?id=087500000005RUQAA2,9/18/2012 5:35 PM)
(132557,64047,"\r\n  The ingredients list on some of the packaged lunch sandwiches is pretty questionable, and a turn off because it may make customers wonder what is in the other things they buy at Starbucks that don't have ingredients lists. \r\n",Rupert_E,http://mystarbucksidea.force.com/ideaview?id=087500000004MotAAE,3/29/2008 8:38 PM)
(132558,64047,\r\n  Add amount of sodium to the ingredient list.\r\n,hiker9,http://mystarbucksidea.force.com/ideaview?id=087500000004MotAAE,9/21/2012 4:42 PM)
(132559,64048,\r\n  voted up. this was the best sandwich they had and the only one I bought. (I understand it is still around in some areas but gone from some 400+ stores:(\r\n,betterbefore,http://mystarbucksidea.force.com/ideaview?id=08750000000IOW7AAO,9/26/2012 8:24 AM)
(132560,64049,\r\n  Fall seasonal things are already out.\r\n,Cafeslinger,http://mystarbucksidea.force.com/ideaview?id=08750000000IFSaAAO,9/5/2012 6:04 AM)
(132561,64049,"\r\n  Agreed! I love everything Pumpkin (especially those delicious iced scones). But yes, you are right, they are all too big! I wish they would have cake pops or possibly petite scones!Maybe next season!\r\n",nyc4me,http://mystarbucksidea.force.com/ideaview?id=08750000000IFSaAAO,9/5/2012 11:01 AM)
(132562,64049,\r\n  This is exactly what I was going to post--a suggestion for a petite pumpkin treat! A cake pop would be great. I love the pumpkin treats in the fall but won't ever buy the large ones. Maybe it's an idea for next year...\r\n,shar1234,http://mystarbucksidea.force.com/ideaview?id=08750000000IFSaAAO,9/5/2012 6:49 PM)
(132563,64049,\r\n  I definitely agree! Maybe pumpkin cake with vanilla frosting! YUM!\r\n,NYLaura,http://mystarbucksidea.force.com/ideaview?id=08750000000IFSaAAO,10/12/2012 11:46 AM)
(132564,64051,\r\n  i agree i am a life member to ww and i always make good choices or go without  // could be more sandwich sales!! \r\n,beersy,http://mystarbucksidea.force.com/ideaview?id=087500000004hgnAAA,5/11/2008 1:50 PM)
(132565,64052,"\r\n  Please tell me where the maple oat scones have gone and when are they coming back?  I never buy treats at Starbucks anymore (only lattes and espresso) because the maple scones were the only thing that has ever tempted me there.  Plus, I live in Canada -- why would a maple product disappear from Canada??!\r\n",madformaple,http://mystarbucksidea.force.com/ideaview?id=087500000005NUCAA2,8/31/2009 8:08 AM)
(132566,64052,"\r\n  BEYOND loyal Starbuck's customer here...for some 15 years now...and for the past 12 years, have been ordering the Maple Oat Scone probably 3x a week ~ both in northern and southern California. In my experience, if I don't get to (any) Starbuck's by 10am they are sold out...so I know they are huge sellers. IMAGINE my surprise last week, going from Starbuck's to Starbuck's in two counties, only to be told they had been discontinued. PLEASE say it isn't so. I beg of you...bring back the Maple Oat Scone today!! : )\r\n",orangeflamingo,http://mystarbucksidea.force.com/ideaview?id=087500000005NUCAA2,10/4/2012 5:05 PM)
(132567,64053,\r\n  Agreed!!\r\n,nyc4me,http://mystarbucksidea.force.com/ideaview?id=08750000000IFVPAA4,9/6/2012 8:53 AM)
(132568,64053,\r\n  Yes-I'd love a petite pumpkin scone for sure!\r\n,Cafeslinger,http://mystarbucksidea.force.com/ideaview?id=08750000000IFVPAA4,9/6/2012 9:21 AM)
(132569,64054,\r\n  How do you get the coupons? I never got any. \r\n,laurencaporimo,http://mystarbucksidea.force.com/ideaview?id=08750000000HUsMAAW,9/18/2012 1:37 PM)
(132570,64054,"\r\n  Yep, great idea. The sandwiches are smaller than any regular deli sandwich and they cost more...so why not offer some kind of incentive/discount. I left a half Starbucks sandwich in the fridge one day and a coworker said \""Who sells these kiddie sized sandwiches around here?\""\r\n",mochafrost,http://mystarbucksidea.force.com/ideaview?id=08750000000HUsMAAW,9/22/2012 10:32 AM)
(132571,64056,\r\n  This is a great idea for stores that don't donate day old pastries.  Many local bakeries cut the prices on goods an hour before closing. \r\n,Reformer,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,4/28/2008 6:58 PM)
(132572,64056,"\r\n  Me and my mom have thought this for a while. I work at Starbucks and it's a shame to see so many pastries being thrown away at night. Luckily, if any of the employees that are closing want the pastries, we're entitled to them. Mhm, caramel brownies taste so much better when you don't have to pay $2 for them. \r\n",kelsea,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,4/30/2008 8:36 PM)
(132573,64056,\r\n  I would say 3pm for the morning pastires...I love a good scone any time of the day... \r\n,CoffeMe,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/1/2008 10:28 AM)
(132574,64056,\r\n  9:00 p.m. is so close to the closing time I would recommend a time between the dinner time and close.  3PM may be to early to cost effectively do this but I think 7 or 8 PM maybe best. This way the pastries are not wasted and then what is left could be donated to a shelter in the local community or a church that helps the homeless. \r\n,LDSTOF8,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/10/2008 5:00 AM)
(132575,64056,\r\n  I really miss the peanut better cookies.   Could you please bring the back!!! \r\n,Toffee,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/17/2008 9:04 PM)
(132576,64056,"\r\n  This is a great idea for who ever posted this except all the stores in my San Ramon, California seem to close at 9 p.m. Except the Starbucks in Safeway which closes at 8 p.m. and besides I would hardly call that a Starbucks anyway. Just because Safeway and Starbucks decided to break the contracts that they had going on with each other. Safeway still gets its stuff from Starbucks just to make the customers happy. \r\n",jewls21,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/18/2008 2:09 PM)
(132577,64056,"\r\n  I got to admit that this is a great idea. This would increase sales and lower the amount of waste Starbucks already accumulates, and this is coming from a barista who LOVES taking marked out pastries and sandwhiches home! \r\n",Shayna16,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/20/2008 4:23 PM)
(132578,64056,\r\n  Au Bon Pain (Washington DC area) does this in their stores to move the merchandise-rather than throwing it out. Great idea. \r\n,BarryM,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/30/2008 3:12 PM)
(132579,64056,\r\n  LOVE this idea! Please - to the Powers that Be --- give it a try! \r\n,momhom01,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,5/31/2008 2:26 PM)
(132580,64056,"\r\n  I'd rather see pastries sold at a discount than wasted.  However, we run into pricing disparity issues.  One customer walks up at 8:45 PM and gets a cookie for $2, and another walks up at 9:00 PM and gets that same cookie for half the price.  Consistency is key, and I favor finding ways of offering the freshest premium treats throughout the day, and then donating unsold items to local charities. \r\n",charlesl,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,6/2/2008 7:24 PM)
(132581,64056,\r\n  This is a great idea.  I am in there late all the time and watch as the toss the pasteries.  Might as well make some money off of them.  As for pricing consistency if people are aware that the price will drop then there should be no surprise.  Maybe put a star on the items that will be cut in an hour or something so people know. \r\n,woodd00,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,6/4/2008 8:43 AM)
(132582,64056,"\r\n  Likewise, I think this is a great idea.  We have a popular restaurant/grocery store/drug store that uses a similar policy.  They cook food items on a daily basis and mark the time each item is prepared and when it must be sold by.  When unsold food items reach a within a certain period of time before the \""must be sold by\"" deadline, they're all moved to a nearby shelf where everything is marked down.  It encourages shoppers to purchase that nearly-identical salad, sandwich, to-go lunch, or sushi plate at a cheaper price, and the store doesn't waste uneaten-food. \r\n",0281,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,6/6/2008 9:31 AM)
(132583,64056,"\r\n  I work in a licensed store in Ohio, and we offer the customers any pastry they would like for only $0.85 if they purchase a Venti drink. Customers seem to enjoy it, and it takes off a little bit of pay. It helps us a lot with the waste issue too at the end of the day, because when I first started working there, I couldn't believe how many pastries we were throwing away, it made me sick. \r\n",jessi_x,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,6/7/2008 2:18 PM)
(132584,64056,\r\n  I would even make it earlier than 9 PM.  Like 7 PM. \r\n,BridgeDT,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,6/8/2008 6:05 AM)
(132585,64056,"\r\n  One customer walks up at 8:45 PM and gets a cookie for $2, and another walks up at 9:00 PM and gets that same cookie for half the price. Consistency is key\""The consistency is that it's half off at 9pm, not 8:45pm. If that first customer wanted it half off, he/she would have come in 15min. later.I think it's a good idea. Those who say Starbucks would lose money by selling them half price (because perhaps regulars would make sure to come in for the reduced-price) miss the fact that it costs money for the pastries in the first place, so they're losing money by tossing them each night. \r\n",Milan,http://mystarbucksidea.force.com/ideaview?id=087500000004X7JAAU,6/9/2008 7:25 AM)
(135614,65878,"\r\n  La Boulange does offer a Reduced Fat Berry Coffee Cake, Reduced Fat Pumpkin Cream Cheese Loaf Cake, and Reduced Fate Lemon Loaf Cake.\r\n",karasinko,http://mystarbucksidea.force.com/ideaview?id=08750000000IlV7AAK,10/14/2013 7:39 PM)
(135615,65878,"\r\n  Agreed!!! I don't even buy pastries here anymore. Starbucks could have so much more of my money! But this new stuff simply doesn't taste good. And i don't like my stuff heated. Maybe I'm weird, but i like room temp pastries. \n\nDisappointment.\r\n",jrey78,http://mystarbucksidea.force.com/ideaview?id=08750000000IlV7AAK,10/17/2013 11:05 AM)
(135616,65878,"\r\n  I concur, the new baked goods are awful. Bring back pumpkin bread and TopPot Doughnuts! What about the molasses cookie\nAlso the new salads- I paid $6.95 for the inedible Chicken and Black Bean. Trader Joes can do packaged salads at half the price, why can't StarBucks. I am now doubly annoyed after reading another thread that letme know that I didn't get a star for the sald I threw away because I purchased it with a drink\r\n",fashiondoctor,http://mystarbucksidea.force.com/ideaview?id=08750000000IlV7AAK,10/17/2013 12:09 PM)
(135617,65878,\r\n  New food is bad!!\r\n,rachmc,http://mystarbucksidea.force.com/ideaview?id=08750000000IlV7AAK,10/18/2013 8:32 PM)
(135618,65878,"\r\n  agree, they look awful and taste awful too. I saw them being unwrapped at one store and the fact they have to be heated is just plain wrong.\nI miss my pumpkin bread and pumpkin scones.\nHave you been to rustic bakery? Smells amazing. Please bring in local baked goods again that are freshly delivered the day of!\r\n",cwittk,http://mystarbucksidea.force.com/ideaview?id=08750000000IlV7AAK,10/19/2013 10:01 PM)
