suggestionId,body,author,link,title,category,votes,timestamp
(40724,"10 points\nPlease honor our Military. Having an OD green rewards card ( or something to signify military) , and offering a discount for every purchase with said rewards would be incredible. Thank you.\n\n",proudwifeada\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JClaAAG,Military Appreciation Card,Starbucks+Card,30,11/20/2013 7:10 PM)
(40725,I would feel more 'rewarded' when I buy multiple drinks for me and my family.\n,2goodforu\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JGNLAA4,1 star per drink,Starbucks+Card,0,11/21/2013 3:10 AM)
(40726,I earned my Gold card weeks ago and am still waiting on the card to come. Why can't the stores issue The Gold cards when they are earned. Since meeting the requirements I haven't been to the store as much because I am waiting to be able to flaunt my status and can't because it's taking forever for my card to arrive. \n,jamaicamomma\n,http://mystarbucksidea.force.com/ideaview?id=08750000000J518AAC,Time Frame for Distribution of Gold Card,Starbucks+Card,-110,10/26/2013 5:15 AM)
(40727,"Same problem as this post from april. \n\nYou guys recently updated the app. Now it wants my address to reload it with my paypal account , I tried many time it keeps asking for my zip even though I put it in there help, I can't reload my card!\n\nHelp. Frustrated. Thirsty. \n",keoki21\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JuN2AAK,Help,Starbucks+Card,-40,7/16/2014 10:48 PM)
(40728,"Being a gold card member we should be able to receive extra perks beyond a free drink after purchasing 12. Getting free syrup or soy was  always a nice,  but having the option to get 1 extra shot of espresso in any beverage would be great.  \n",coffee920\n,http://mystarbucksidea.force.com/ideaview?id=08750000000JEkAAAW,"Free syrup, soy and extra shot of espresso",Starbucks+Card,-10,11/20/2013 9:33 PM)
(42785,"Any benefit received on a git card (e.g. free soy, ect) should be included on the Gold Card. It is ridiculous for me to have to use 2 cards. If I am paying for benefits with a Gold Card and the card itself serves as a means to pay for my orders, than I shouldn't also need to register a separate gift card. It is wasteful of time and resources.\n",eabjork\n,http://mystarbucksidea.force.com/ideaview?id=087500000005Od0AAE,Combine Benefits of Gold Card/Gift Card,Starbucks+Card,60,5/28/2009 1:42 PM)
(42786,"I'm a professional schmoozer or salesman. I'm constantly doing little extra special things for my clients and for the colleagues I rely on every day to get things done for me.Many times I have wanted to include an electronic gift certificate in an email when asking someone for a favor or thanking them for a nice order.I wish Starbucks would offer this option. Currently the only option offered is to order a prepaid card to be sent out to the recipient.Waiting 4-5 business days for a gift card to be mailed to the person just doesn't work. timing is everything.I can't see their being a problem with counterfeiting because each certificate would have a unique bar code that could only be used once or act like a regular card.Ticket-Master uses this for most of their major events. You print your tickets at home and they scan them at the door.Here's how I would like to see it work:Ideally I would type an email to a client, save it, go online to Starbucks and buy the certificate, I would receive an email from Starbucks with a PDF document of the certificate which I would save to my desk top.I would then attach this document to the email and send it to my client.The recipient would receive my email, open the attachment, print it (the certificate) take it to Starbucks where the bar code would be scanned and they would buy their favorite Starbucks treat.The remaining balance would still be attached to the bar code on the certificate or could be transferred to a plastic Starbucks card if the client had one or wanted to buy a new card with additional money on it.Benefit to Starbucks:1-if a balance remains on the certificate it may go unused because it is unlikely that a business person is going to carry around a 8.5\""x11\"" sheet of paper folded up in their pocket for a week.2-if it is made easy ans provides instant gratification you will get more impulse spending = more revenue for Starbucks.3-if the client is printing their own certificates Starbucks increases revenue without investing in more stores or making and shipping Starbucks cards.4-if this is a service in demand Starbucks builds stronger customer loyalty by giving us (the client) what we want.If anyone at STARBUCKS thinks this is a good idea and decides to implement it, please send me an email so I know the service is available. I don't want any compensation for the idea. I just want to be able to use the service in the future.Thank you,Michael\n",acecowboy\n,http://mystarbucksidea.force.com/ideaview?id=087500000005OtrAAE,Printable E-Gift Certificates with Barcodes,Starbucks+Card,100,6/3/2009 11:34 AM)
(42787,"I would like to see that multiple individuals can use a single gold card account.  Families within the same household should be able to share a single account number instead of being required to purchase multiple cards.  An additional fee would be reasonable if one wanted to add an additional person to their gold card to cover costs, mangememt, processing, ect.  I believe that the Starbucks Gold Card would be a greater success!\n",KrystaandIan\n,http://mystarbucksidea.force.com/ideaview?id=087500000005P4zAAE,Starbucks Gold Card,Starbucks+Card,140,6/5/2009 8:51 PM)
(42788,"Love my Venti, Skinny Vanilla Latte'. I purchased this really cool Starbucks card in Dublin only to find that when I returned to the U.S. I could not earn rewards and it could not be auto reloaded unless I put cold hard cash on it in a store. My friends and I travel alot and would love to collecta variety ofcards but if we can't show them off by using them back here, whyuse them? Make all cards reloadable and give points for all starbucks cards. Thanks, E.Lynn\n",EL\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HMr1AAG,Overseas card points,Starbucks+Card,-170,3/23/2011 2:11 PM)
(42789,"I recently joined and was disappointed to hear that that 10% off all the time was discontinued.\nThe VIP customer needs to be rewarded, but will only be appreciated if it is a fairly exclusive club:\nThe 400 star club\nIn one year accumulate 400 stars and get the 10% offdiscount for the following year. Of course make the card Black becausethat is sexy.\n400 visits a year deserves some special attention.\n\n",BrickOven\n,http://mystarbucksidea.force.com/ideaview?id=08750000000HNsPAAW,VIP Rewards Card,Starbucks+Card,-80,3/29/2011 1:54 PM)
(44511,"Scrap the brown, green, and gold level concept. Register your card and get all benefits immediately. Free drink every 15 visits or 15 drinks. Not entirely fair but simple.\n",tkfoss\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxT9AAK,KISS,Starbucks+Card,-90,7/8/2010 4:50 PM)
(44512,Your site only offers to auto reload a card once a month on a specific day or when the balance gets below a certain amount.\nWhat if you want to auto reload twice a month or every other week or on your paydays? \nOr maybe 2 or 3 times a month from different credit cards/accounts? \n\n,kaririri\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxruAAC,Auto Reload twice a month or more,Starbucks+Card,-60,7/15/2010 9:53 AM)
(44513,"The Rewards Card is bogus! I have had the Visa Duetto card for several years and enjoyed it. Getting the 15 Stars in the new system reminds me of gradeschool. I have thrown the Gold Rewards card in the trash. Also, it was another card to carry. I am now looking for another Visa or Mastercard that has real benefits.\n\n",quaildogs\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gu5iAAC,Return to the Duetto Dollars Rewards on the Visa Card,Starbucks+Card,-40,5/19/2010 5:19 AM)
(44514,"OK, so there are times when I dont have my Starbucks card with me. I sometimes empty my drivers licence and my debit card and have them in the pocket of my shorts when I want to travel light.\nSometimes I dont have cash on my card, just becauseI havent got round to refilling it yet.\nOn these occasions I miss out on my Star (Stars, ifI get everything rung up seperate).\nI would like to see an addition to the system where I could within say 24hrs, register my reciept and redeem a star.\nNow then, before you start replying with \""but this doesnt fix the one star per transaction, and thats what wrong with the whole system\"" or \""You should always carry your card\"" or \""get a mini key ring card\"" etc etc etc\nThis is not what this thread is about. Please for the sake of reading only keep comments about the idea above.\nThankyou and have a nice day :)\n\n\n\n\n\n\n",APuckNut\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GvO2AAK,Recipet registration.,Starbucks+Card,-50,6/7/2010 8:57 AM)
(44515,instead of getting an ugly gold card why not give a coupon code for free customized card.\n,jjhh\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GrwAAAS,free custom card,Starbucks+Card,-120,4/27/2010 12:38 PM)
(44516,I'd like to see the same customer rewards for people who are frequent buyers who don't use Gift Cards all the time. We could register our credit cards the same way we register our gift cards. Or we could have a starbucks credit card.\n,ReavesInc\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gwy6AAC,Customer Rewards,Starbucks+Card,-120,6/30/2010 4:31 PM)
(44517,"I think it'd be great if Partners, via the starbucks.com/card management website, could link a \""cause\"" (i.e. Conservation International, (RED), etc.) to their partner card so that Partners don't have to carry multiple cards with them if they want to contribute to these causes with their purchases. Just set it up so when we log in, there's a list of the available causes to link to our partner card number, allow us to only check one at a time, and BOOM. Done.\n",AcceptableSN\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxUCAA0,"Attach a \""Cause\"" to Partner Cards",Starbucks+Card,0,7/9/2010 7:49 AM)
(44518,"In the magnetic strip, encode that custom drink printed on my Custom Card: When swiped at the store register, it shows such an order to the cashier, and after confirming that choice, the custom beverage may be immediately ordered and the card charged at that store's price - even if additional - or even if only other - orders are requested at the same time. [This shall be easier when you use Custom Cards with embedded chips.] - Montana@be\n",MontanaAbe\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxcfAAC,"\""SMART\"" Custom Starbucks Cards",Starbucks+Card,-100,7/11/2010 8:26 PM)
(44519,"\nMY NAME IS LYNDA HEISE, I'M A NURSE. I WANT STARBUCKS TO MAKE A NURSE GIFT CARD. EVERY YEAR NURSES CELEBRATE NATIONAL NURSES , MAY 12TH. THIS WAS FLORENCE NIGHTINGALE'S BIRTHDAY. NATIONALLY ALL NURSES CELEBRATE. THE NUMBER OF CARDS THAT WOULD BE SOLD,WOULD BENEFIT STARBUCKS, AND MAKE YOUR NURSE CUSTOMERS HAPPY. PLEASE LET ME KNOW WHAT YOU THINK OF THE IDEA. YOU COULD HAVE A MEDICAL SIGN ON CARD AND JUST ADD LETTERS NURSE, AND EVEN USE SAME MEDICAL SIGN AND ADD THE LETTERS DOCTOR. THIS WAY YOU COULD USE SAME TEMPLATE FOR ALL MEDICAL FIELD PERSONS. I HOPE YOU ARE READY TO MAKE THIS HAPPEN. I'M A HUGH STARBUCKS FAN, I WORK GRAVEYARD SHIFTS AND STARBUCKS STARTS OUT MY DAY. THANKS FOR YOUR TIME.\n",vampire56\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxeWAAS,STARBUCKS CARD,Starbucks+Card,-180,7/12/2010 12:27 PM)
(44520,"I have read hundreds of posts and have seen a recurrent theme reguarding the Starbucks cards. I also have my own opinion on Starbucks downgrading their bonuses and raising their prices, butthat isneither here nor there. I think the biggest issue I have is the discourteous way that the Starbucks reps have replied to the posters. If the opinions of the people were not really wanted, they shouldn't have been asked for. I have been a loyal customer for years but once my card is used upI will no longer frequent your establishments. Maybe losing me and my family, as well as anyone else that I can convince, won't matter to you. I, however, believe that at the rate you are going, I will not be anywhere close to the last customer you lose.\n",MerciJim\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gwu4AAC,Listen to customers,Starbucks+Card,130,6/29/2010 11:32 PM)
(44521,Every time I go to starbucks and spend $$ . But instead of spending $$ starbucks could have a card they give to us custmers to get stamped 10 times then on the 10 time we purchase something you get it free.\n,creativeone\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxmuAAC,Free Coffee Days !,Starbucks+Card,-200,7/14/2010 8:25 AM)
(44522,"30 stars is relatively easy to get in a short period of time and although there may be some status with the card I believe that there should be a \""black card\"" (similiar to the amex centurian) where it is quite difficult to get and is an indication of a true Starbucks aficionado. Lets say it is rewarded at 120 stars within a 1 year period.\n",thinnair\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxoqAAC,Black Card,Starbucks+Card,-90,7/14/2010 3:05 PM)
(44523,I always got a Red card and more recently gave my son a green card so that our Starbucks purchases made a difference. Now that I have a gold card I can't make a difference in this way if I choose to use it. Is it possible to allow gold card holders to link their cards to one of the causes Starbucks supports?\nI am not using my gold card because of this.\nThanks so much.\nA happy Starbucks customer!!\nLesley Litman\n\n\n,LesleyLitman\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GsM3AAK,Let Gold Card members choose their cause,Starbucks+Card,-150,5/2/2010 9:44 AM)
(44524,"in my store people like to come in and order about 4 drinks and two pastries and then say to do it as all different orders so that they get more stars on their gold card. Now i cant tell them no because i never read anything about not being able to but i believe that they shouldnt be able to do that, it's taking advantage of the program. Now, i dont know if it's just my store and only me thinking its wrong, so let me know\n",mbarista123\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GwdXAAS,swiping a gold card multiple times to get more stars in one trip,Starbucks+Card,-60,6/25/2010 12:22 PM)
(44525,Ands if you already have a a credit card linked to your starbucks card allow to transfer more money to your starbucks card as well. This allows to check on your cad regardless of what phone you have.\n,ceci22\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GxsTAAS,Check starbucks card balance by texting from cell phone,Starbucks+Card,-30,7/15/2010 12:08 PM)
(44526,"It would be nice to receive an email when one of the free drink cards are on the way in the mail. I have found the postcard size stuck in the advertisements in my mailbox. If I knew one was on its way in the mail, then I can make sure I don't accidentally throw it out.\n\n",jefry\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gxt2AAC,Starbucks Card reward notification Email,Starbucks+Card,170,7/15/2010 1:53 PM)
(44527,Make it easy to put money on your Starbucks Card via your credit card.\n,act7p\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gxt7AAC,Connect Starbucks Cards to Credit Cards,Starbucks+Card,-30,7/15/2010 2:01 PM)
(44528,"\nWouldn't Starbucks save a bunch of money by allowing customers to load their card byinitiatingan ACH out of their checking account? In return, you can lower the price of the coffee. \n\n",FEDChex\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gx3GAAS,Load Starbucks Card with your Checking Account,Starbucks+Card,-90,7/1/2010 3:18 PM)
(44529,"I have lost many stars on my Gold Card since the beginning of the year. When I check the status and see that the FIRST star earned is not in January, I know that is wrong because I frequent Starbucks regularly. Not one Barista can tell me the same story on the Gold Card. No one seems to know how to properly use it. They frequently swipe it as a discount card and then act like \""Oh, it didn't give you a discount\"" then I'll magically get a discount and not a star? How does that work? It's a pain to have to transfer money to the Gold Card from another gift card after your friends and family have gone out of their way to pick out a beautiful artistic card I want to carry and proudly present. Please figure out a way to make the Gold Card better or eliminate it and go back to the discount card.\n\n\n",CoffeePerk\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GscuAAC,Train Baristas on Gold Card,Starbucks+Card,230,5/5/2010 9:29 AM)
(44530,\n\n\n,Coppergirl\n,http://mystarbucksidea.force.com/ideaview?id=08750000000GvgQAAS,Make paying with your iPhone at our local Starbucks sooner than later!,Starbucks+Card,20,6/11/2010 5:26 AM)
(44531,I know it is probably not cost effective but make the rewards card number raised like credit cards. Right now they wear off and employee state they have NO way to enter the discount if they cannot see the numbers and it will not swipe. So no discount!\n,helix\n,http://mystarbucksidea.force.com/ideaview?id=08750000000Gw4IAAS,Make Starbucks Card Numbers NOT wear off,Starbucks+Card,410,6/16/2010 8:45 AM)
(44532,"I changed purses the other day and when i got to starbucks i did not have my card with me. I was traumatized, because you dont have a home phone number connected to my card like the grocery stores I had to pay full price for my coffee.\nFrom what i have read so far i really want the old black card instead of the new gold card\n\n",forgottenhome\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kAGAAY,phone number,Starbucks+Card,40,1/26/2010 12:52 PM)
(44533,"TEPS. Only Dominos has had the courage to admit they had made a mistake and taken serious steps to improve. Starbuck's has the chance to reclaim the high ground by showing they listen to their customers and value loyalty and customer satisfaction as much as profits. Of course, it will take a little humility and a quick apology but will be rewarded with increased customer loyalty and probably more profits in the long run. Reinstate the old gold card program or maybe even an enhanced version and separate yourself from all the other greedy corporations fighting to separate us from our money while giving us little in return.\n",tealemonade\n,http://mystarbucksidea.force.com/ideaview?id=087500000005k9IAAQ,DEMONSTRATE COURAGE: FOLLOW IN DOMINO'S FOOTSTEPS,Starbucks+Card,90,1/26/2010 11:29 AM)
(44534,"I've only spent $1.50 this year at Starbucks. My spending habits with the old program were about $40 per week (even more during the holidays). The whole PR concerning the program has just left an awful taste in my mouth. If you guys had to change the program due to the bottom line, fine. But dont tell me that you guys changed it to better serve me. There are about 5 simple reasons why this is better for Starbucks and virtually worthless for me. And it only took me a couple of minutes to figure them out. I'm not an idiot, and when a company treats me like one, I quickly bring my business elsewhere. Oh yeah, I am also in charge of deciding where to take clients and employees out for meetings. Needless to say it is no longer at Starbucks. When you add both of those figures together it is easily over $2000. That seems like a blunder on your part. In a free market companies need to do their best to keep their biggest spenders coming to their establishments. It seems like you guys are driving them away by trying to pass off an inferior selfserving program as \""new and improved\"". Remember there are other coffee shops literally across the street, with lower prices and ample seating, who have been offering the most desirable of your \""new and improved\"" benefits for free since day one. Many of us are going there now. And its a shame. Please fix this!!!\n\n",holmesr1\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kAaAAI,Starbucks needs to stop glossing over the fact that their new program stinks,Starbucks+Card,2770,1/26/2010 1:19 PM)
(44535,Please make Starbucks cards work in any country ... it would be really useful.\nThat way the really nice keyfob card from the USA I have would be a very useful keyring indeed.\nThanks.\n,BigLesCov\n,http://mystarbucksidea.force.com/ideaview?id=087500000005j00AAA,Cards that work in any country?,Starbucks+Card,-50,1/15/2010 5:27 AM)
(44536,Please issue a Help Haiti card just like the Red card.\n,QueenJG\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kE3AAI,Help Haiti Card,Starbucks+Card,-90,1/26/2010 10:21 PM)
(44537,"hpw about this for an idea... send me my new card. Not sure why it takes a month to print my name and send mea \""welcome pack\"" one month after the new rewards program started. CC/banks are able to send me a new card within 24 hours. What is up with the delay??? It's not like one day you decided to change the program and the next day it started or you didn't know when the discount was expiring. I've already earned one free drink and am on the cusp of getting another free drink. As someone also mentioned, why are you so behind???\n",nedrey\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kESAAY,Send me my new card!,Starbucks+Card,70,1/27/2010 8:25 AM)
(44538,The new program of a free beverage every 15 stars earned isn't tracking properly. My account states I've earned 33 stars to date but only earned 1 free beverage voucher. 3/15 ~ 2 free beverages. Why isn't it adding up?\n,lsophia\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kEwAAI,Gold Card Rewards- Watch those stars!,Starbucks+Card,90,1/27/2010 9:38 AM)
(44539,"I never received my birthday drink and I do have a starbucks rewards card. I drink starbucks everyday of my life and spend tons of money there, so I was completely excited that I would get a free drink, since I spend 4 to 8 dollars there everyday. So, I ask where is my birthday drink, since my bday was on Jan. 20th. I tried to find a email address to address this question, but didn't find one. I also asked starbuck employees, but not one of them had a clue. Its not a huge deal, but I spend soo much money there that it would feel good to get something back when I was told that I would.\n",ShawnaNichole\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kFLAAY,Question.,Starbucks+Card,10,1/27/2010 10:22 AM)
(44540,"What if a Starbucks customer was able to send flowers through a company, say Teleflora, and earn credits/ dollars they could spend back in any Starbucks store? An excellent way of driving Starbucks customer loyalty for gifting. \""Flowers for them, coffee for you!\""\n",jmorrisatl\n,http://mystarbucksidea.force.com/ideaview?id=087500000005ionAAA,earning Starbucks dollars for sending flowers?,Starbucks+Card,-140,1/13/2010 2:47 PM)
(44541,"Wow,\nA lot of feedback and feelings out there.\nI have been a Starbucks patron for 17 years and found the Gold Card with 10% discount program to be the best ever offered for frequent customers.This program has spurred increased visits, sales, satisfaction and helped offset the ever increasing cost of that special drink.Unfortunately the accountants (or Marketing Folks) believe the best way to serve frequent customers is to \""spread-the-wealth\"" across the consumer base (sound familiar). While I agree it is desirable not to alienate less frequent patrons and even offer a \""free\"" coffee after 10-15 drinks, there is no reason to eliminate a \""Purchased\"" program that rewards frequent customers...Heck we paid extra for it based on our purchasing habits! While I will not switch to Peets or quit being a patron, I will likely scale back my personal visits or suggesting to associates that we go to Starbucks instead of the competetion. I do not have the numbers to back up my opinion, but do believe this will hurt Starbucks and is not an improvement, just another marketing idea.\nIf you feel asI do, please leave your feedback for Corporate.\n\n",RVance\n,http://mystarbucksidea.force.com/ideaview?id=087500000005k3UAAQ,Gold Card and 10% Discount - Thoughts,Starbucks+Card,620,1/25/2010 1:01 PM)
(44542,It would be nice if we can put our favorite drink on our Starbucks Card so that our Starbucks store knows what drink you are ordering by swiping your card.\n,Danman\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kCqAAI,Add your favorite drink on card,Starbucks+Card,-50,1/26/2010 7:23 PM)
(44543,"True story. I was purchasing a Starbucks card as a holiday gift last December (from the Starbucks location inside the Redmond Ridge QFC), and was informed that they were out of card envelopes. Searching for a solution, I picked up a cup sleeve and placed the card inside (with the top of the card sticking out). The baristas thought it was a creative idea and the gift was well received. Might be a more original way to present a gift card than a regular envelope (I know that's what I'll do in the future). Thanks.\n",JavaGiuseppe\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kDUAAY,Cup sleeve as Starbucks card holder,Starbucks+Card,-30,1/26/2010 8:55 PM)
(44544,"Frequent customers aren't just from USA, I'd love to have a sbux card down here in Chile and also be able to use it all around the world. Same goes for turists who want to use their card here and cannot do so...\n",Lisergishnu\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kFfAAI,Make SBUX Card available worldwide,Starbucks+Card,90,1/27/2010 11:05 AM)
(44545,I have more than 1 key chain. I should be able to have multiple cards to put on my wife an I's keychain with the same account number.\n,Danman\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kClAAI,Multiple Starbucks cards with 1 account number,Starbucks+Card,-30,1/26/2010 7:14 PM)
(44546,"i have a personalized card that i ordered a while back that has my name and the kinds of drink etc that i can no longer.  granted i guess i could, but i really don't want to have to use both my gold card and my personalized card to get the benefits of the gold card.  i guess my questions is, why can't the registration be smart enough to allow the benefits of the gold card be transfered to the personalized card that i designed?  it's all in the computer, could it really be that hard??\n",tkdmom\n,http://mystarbucksidea.force.com/ideaview?id=087500000005froAAA,starbucks cards,Starbucks+Card,-40,12/23/2009 2:06 PM)
(44547,"A lot of people seem to be upset over the new program. 95% of the posts now talk about the \""gold card being bad\"" and such. So my sugestion is if you will return the old, make it even better. Not sure how you could, but making it even better will make up for the problems you have caused so many.\nIdeas could be:\n15% discount for the first 6 months.\nChoice between a discount or free coffee. This will be given at the time of the puchase and can be changed each time\nEarn a star for EACH PURCHASE. Orders $15 or more could earn double stars. This would be great for those who buy tumblers and coffee makers.\nOnce you earn 15 stars you have the choice between the discount or free cofee as mentoned above.\n\nFell free to post more or add on mine.\n\n",Target362\n,http://mystarbucksidea.force.com/ideaview?id=087500000005i1gAAA,"If you will return the old program, make it better then ever before.",Starbucks+Card,200,1/7/2010 11:05 PM)
(44548,"Order a Gold Card online for 10 bucks.\nRegister the card.\nGo to Starbucks.\nOrder your coffee.\nFirst pay one penny less than the total with your preferred method.\nSwipe your Gold Card for the penny balance and get your star.\nYou now have 999 more visits to use up your $10.\nAfter visiting 999 more visits, reload $10 more on the card.\nLaugh until you wet your pants.\nCheers !!\n",fromru\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jZtAAI,New way to use the Gold Card,Starbucks+Card,-100,1/20/2010 3:36 PM)
(44549,"I was looking forward to reading the \""corporate line\"" linksbut a \""Salesforce\"" login pops up instead.Hmmmmm. Please test your links. I expect to be deleted from the system soon butshould this occurs I will come back under adifferent identity for one last \""Peace Out\"". Don't give up as our voice wil be heard even if we all go away, don't feel singled out because you are certainly not alone, do not listen to anyone who questions your loyalty because you are on the company of the most loyal who have been abandoned, don't buy into the false \""we are your buds and care about you\"" corporate crap without consideration and results. They can do anything they choose to do and choose not to.\n",fromru\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jiRAAQ,"Gold card \""corporate line\"" links inaccessable",Starbucks+Card,-70,1/21/2010 5:57 PM)
(44550,"Hello,\nReally, the new card program as far as how the website tracks and works is awesome. The benefits of the card are a nightmare and the consistency amongst the stores and even between employees is crazy. You should increase the differences between the levels. Also, maybe print status on receipt.\nRecommendation: You need to make a differences between the green and gold.There really isn't a difference. I recommend that Gold members get free refills onteaand coffee (Justwater). Also, gold members should get 3 hours of free internet. Finally, I think that gold members should get all syrups and sauces free (no exceptions). Also, they should get half price snacks on Sunday or after 6 PM.\nAlso, you should consider a platium level. Where the members would get the 10% discount. 4 hours of internet. One free treat on bday. This should include all syrups and sauces including more than one. Also, extra shots of expresso should be free if platiumn if they ordered drink that also has expresso.\n\n",jgar99\n,http://mystarbucksidea.force.com/ideaview?id=087500000005kGEAAY,Starbucks Card Improvements (Compliment),Starbucks+Card,-70,1/27/2010 1:49 PM)
(44551,"Yesterday, 1/15, I went to Starbucks and read about the new Rewards program. I have a registered Duetto card since 2006. When I went to the web site to check my records, the card balance was as of last October (over THREE MONTHS ago) and none of my recent transactions were showing on the system. When will card balances be brought current?\n",Bill3059\n,http://mystarbucksidea.force.com/ideaview?id=087500000005j7aAAA,Update your records!!,Starbucks+Card,-30,1/16/2010 1:25 PM)
(44552,"I say we pick a day and go for it, maybe losing thousands of dollars will finally get someones attention that we are not happy with this new rewards program..Anyone with me?\n",krazy4starbks\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jRBAAY,Gold Card Members Strike out day!,Starbucks+Card,220,1/19/2010 9:38 AM)
(44553,"Does anyone know of any on-line relationship that only displays the past 7 days of activity? Think about why a company would do that? The fact that Starbucks continues to only show 7 days of activity under the View Transactions web button makes it virtually impossible to accurately track the collection of the stars required to receive the supposedly free Gold Card drinks. Please forgive this conspiracy theory, but one cant help but speculate that this was a very conscious decision designed to overly complicate these transactions and confuse Starbucks best customers. This lack of functionality and transparency is inexcusable and should be fixed (to show a minimum 90 days of data) immediately! Shame on you Starbucks.\n",KramStarbucks\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jRQAAY,Starbucks Website - Please Fix it NOW!,Starbucks+Card,110,1/19/2010 9:51 AM)
(44554,"...instead of punishing them.\nI've had a Duetto card since empoyees didn't even know what it was, and I'd have to explain to them to treat it like a Starbucks card. The front of my Duetto says since 2003.\nYou'd send me samples of coffee and cards for free drinks and all kinds of nifty little bonuses. Duetto became popular so you dropped the extra gifts, but that was ok.\nI remember when auto-reload was announced and I jumped to use it. Cool! 3% back instead of 1% on in-store purchases!\nThen you started your Gold program and since I was a long-time Duetto member you sent my first year free. Though you didn't tell me \""as a courtesy\"" you were going to auto renew it for $25, I saved enough with the card that I didn't mind.\nWith the Gold card, I had a 10% discount, plus a 3% return on my auto-reload balances on my Duetto card. I couldn't get the discount AND free syrup, but hey, I didn't expect everything.\nNow, you've sent me this shiny pretty gold card with a welcome pack and a coupon for a free drink. The welcome pack mentioned all my NEW benefits, but it didn't tell me that the only thing \""new\"" for me was that in exchange for not charging me $25, you were taking away my 10% discount and replacing it with some \""star\"" program that works out to less than my Duetto discount.\nOh, and I can't use the card AND my Duetto, because I have to use the useless pretty card to purchase something to get a star.\nI have to tell you as a longtime customer: you suck.\nI just found out there's a Tully's two blocks from here.It's ina grocery store, of all places, but the staff is friendly, and the ambience is nothing like a grocery store.\nYour loyalty program has worked. I will now be a loyal customer -- of Tully's.I get a free drinkafter every 7 drinks there. Not \""stars\"". Drinks. Plus, quite honestly, their espresso is smoother.\nBite me, Starbucks, I'm done.\n",ColoradoJohn\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jTWAAY,Try rewarding your Duetto and Gold members. . .,Starbucks+Card,240,1/19/2010 3:43 PM)
(44555,"Since I am in full boycott I would like someone else to try this...\nGo toa Starbucks locationand buy a loaded card for the minimum $5 ante and register the card or better yet if you already are using a new Gold Card with a balance you can experiment for the common good. When you make your next purchase, pay onepenny ($0.01) of the swipe with your card and pay the balance in cash or your preferred method.Do this 15 times and seeif this counts as15 visits.\nIf it works and you are one of those folks who oppose loading the card and if you are not planning on dumping Starbucks, you can get 500 visits for 5 bucks and laugh yourself to tears after every visit !!\nGood Luck !!\n\n",fromru\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jVDAAY,Someone Please Try This For the Common Good,Starbucks+Card,-150,1/19/2010 8:19 PM)
(44556,"I do not want to assume that the following comment in another post is about swiping individual items in your multiple purchases but it appears that way to me. Perhaps Starbucks can share with us whether or not the following quote is the official behind the scenes corporates reply to the concerns of your most loyal customers.\n\""Just so you know the managers wont allow this. Our district manager has just enforced the new policy...NOT ALLowed! If you are sooo upset at starbucks why dont u just go somewhere else\""\nInteresting, isn't it...spilling the beans so to speak. \""Just go somewhere else...\"" Thanks Starbucks for hiding your true colors.\n",fromru\n,http://mystarbucksidea.force.com/ideaview?id=087500000005jamAAA,Official Starbucks response??,Starbucks+Card,-110,1/20/2010 5:54 PM)
